Frame,X,Y,Width,Height,Area,Angle,Width-S,Height-S,Height-D,center-ix,center-iy,center-ox,center-oy,M-dist,E-dist,X-cm,Y-cm
615,2630,1142,124,127,15748,-170.7664984,3840,2160,42,1920,1080,2692,1205.5,897.5,782.1344194,169,179
616,2638,1142,124,127,15748,-170.8595943,3840,2160,42,1920,1080,2700,1205.5,905.5,790.0318032,169,179
617,2646,1141,124,127,15748,-171.0217728,3840,2160,42,1920,1080,2708,1204.5,912.5,797.7745609,169,179
618,2654,1141,124,128,15872,-171.075431,3840,2160,42,1920,1080,2716,1205,921,805.7549255,169,179
619,2661,1142,125,127,15875,-171.1226038,3840,2160,42,1920,1080,2723.5,1205.5,929,813.2419689,169,179
620,2669,1142,124,127,15748,-171.2034107,3840,2160,42,1920,1080,2731,1205.5,936.5,820.6529413,169,179
621,2676,1141,125,128,16000,-171.3169707,3840,2160,42,1920,1080,2738.5,1205,943.5,827.9898852,169,179
622,2684,1142,124,127,15748,-171.360723,3840,2160,42,1920,1080,2746,1205.5,951.5,835.4796527,169,179
623,2691,1142,124,127,15748,-171.4322401,3840,2160,42,1920,1080,2753,1205.5,958.5,842.4008844,169,179
624,2699,1142,125,127,15875,-171.5175178,3840,2160,42,1920,1080,2761.5,1205.5,967,850.8069699,169,179
625,2708,1142,124,128,15872,-171.5681452,3840,2160,42,1920,1080,2770,1206,976,859.2880774,169,179
626,2716,1143,124,127,15748,-171.6129676,3840,2160,42,1920,1080,2778,1206.5,984.5,867.275187,169,179
627,2725,1143,124,127,15748,-171.6988108,3840,2160,42,1920,1080,2787,1206.5,993.5,876.1799187,169,179
628,2734,1143,125,127,15875,-171.7875499,3840,2160,42,1920,1080,2796.5,1206.5,1003,885.5814474,169,179
629,2744,1143,124,128,15872,-171.842739,3840,2160,42,1920,1080,2806,1207,1013,895.0558642,169,179
630,2754,1144,124,127,15748,-171.9012337,3840,2160,42,1920,1080,2816,1207.5,1023.5,905.0261046,169,179
631,2764,1144,125,127,15875,-171.9938185,3840,2160,42,1920,1080,2826.5,1207.5,1034,915.42258,169,179
632,2775,1144,124,127,15748,-172.0843237,3840,2160,42,1920,1080,2837,1207.5,1044.5,925.8213921,169,179
633,2786,1144,123,127,15621,-172.1728181,3840,2160,42,1920,1080,2847.5,1207.5,1055,936.2224629,169,179
634,2797,1144,123,128,15744,-172.2334718,3840,2160,42,1920,1080,2858.5,1208,1066.5,947.1886032,169,179
635,2808,1145,124,127,15748,-172.2967448,3840,2160,42,1920,1080,2870,1208.5,1078.5,958.6512661,169,179
636,2820,1145,123,126,15498,-172.4170668,3840,2160,42,1920,1080,2881.5,1208,1089.5,969.9826029,169,179
637,2832,1145,124,127,15748,-172.4843613,3840,2160,42,1920,1080,2894,1208.5,1102.5,982.4399473,169,179
638,2844,1145,123,127,15621,-172.5710775,3840,2160,42,1920,1080,2905.5,1208.5,1114,993.8422913,169,179
639,2857,1145,124,127,15748,-172.6703693,3840,2160,42,1920,1080,2919,1208.5,1127.5,1007.230485,169,179
640,2870,1146,124,127,15748,-172.707809,3840,2160,42,1920,1080,2932,1209.5,1141.5,1020.252052,169,179
641,2883,1146,124,127,15748,-172.7993185,3840,2160,42,1920,1080,2945,1209.5,1154.5,1033.148223,169,179
642,2898,1146,123,127,15621,-172.8987283,3840,2160,42,1920,1080,2959.5,1209.5,1169,1047.535441,169,179
643,2912,1146,124,128,15872,-172.9686697,3840,2160,42,1920,1080,2974,1210,1184,1061.986817,169,179
644,2927,1146,124,127,15748,-173.0927745,3840,2160,42,1920,1080,2989,1209.5,1198.5,1076.815328,169,179
645,2942,1146,124,128,15872,-173.1613951,3840,2160,42,1920,1080,3004,1210,1214,1091.767374,169,179
646,2956,1146,124,127,15748,-173.2735118,3840,2160,42,1920,1080,3018,1209.5,1227.5,1105.610352,169,179
647,2969,1145,124,127,15748,-173.4023962,3840,2160,42,1920,1080,3031,1208.5,1239.5,1118.406567,169,179
648,2982,1145,124,127,15748,-173.4780418,3840,2160,42,1920,1080,3044,1208.5,1252.5,1131.321462,169,179
649,2995,1145,124,127,15748,-173.5519796,3840,2160,42,1920,1080,3057,1208.5,1265.5,1144.238284,169,179
650,3007,1145,124,127,15748,-173.6187635,3840,2160,42,1920,1080,3069,1208.5,1277.5,1156.163159,169,179
651,3018,1145,124,127,15748,-173.6787831,3840,2160,42,1920,1080,3080,1208.5,1288.5,1167.095647,169,179
652,3029,1144,125,128,16000,-173.7645045,3840,2160,42,1920,1080,3091.5,1208,1299.5,1178.471998,169,179
653,3040,1145,125,127,15875,-173.7981136,3840,2160,42,1920,1080,3102.5,1208.5,1311,1189.461433,169,179
654,3050,1145,125,127,15875,-173.8497208,3840,2160,42,1920,1080,3112.5,1208.5,1321,1199.403393,169,179
655,3060,1145,125,127,15875,-173.9004795,3840,2160,42,1920,1080,3122.5,1208.5,1331,1209.346311,169,179
656,3070,1145,124,128,15872,-173.9245599,3840,2160,42,1920,1080,3132,1209,1341,1218.845765,169,179
657,3079,1145,125,128,16000,-173.9714613,3840,2160,42,1920,1080,3141.5,1209,1350.5,1228.292819,169,179
658,3088,1145,125,128,16000,-174.0152334,3840,2160,42,1920,1080,3150.5,1209,1359.5,1237.243408,169,179
659,3097,1146,125,127,15875,-174.0355129,3840,2160,42,1920,1080,3159.5,1209.5,1369,1246.246565,169,179
660,3105,1146,125,128,16000,-174.0507705,3840,2160,42,1920,1080,3167.5,1210,1377.5,1254.255257,169,179
661,3112,1146,125,128,16000,-174.0837306,3840,2160,42,1920,1080,3174.5,1210,1384.5,1261.217765,169,179
662,3120,1146,125,129,16125,-174.098504,3840,2160,42,1920,1080,3182.5,1210.5,1393,1269.226733,169,179
663,3127,1147,125,127,15875,-174.1308169,3840,2160,42,1920,1080,3189.5,1210.5,1400,1276.189837,169,179
664,3134,1147,124,128,15872,-174.1382897,3840,2160,42,1920,1080,3196,1211,1407,1282.706903,169,179
665,3141,1147,123,128,15744,-174.1677928,3840,2160,42,1920,1080,3202.5,1211,1413.5,1289.173088,169,179
666,3147,1148,126,127,16002,-174.1794891,3840,2160,42,1920,1080,3210,1211.5,1421.5,1296.685101,169,179
667,3153,1148,125,127,15875,-174.2040313,3840,2160,42,1920,1080,3215.5,1211.5,1427,1302.156865,169,179
668,3159,1148,125,127,15875,-174.2305705,3840,2160,42,1920,1080,3221.5,1211.5,1433,1308.126332,169,179
669,3165,1148,124,128,15872,-174.2329878,3840,2160,42,1920,1080,3227,1212,1439,1313.648735,169,179
670,3170,1148,124,128,15872,-174.2548184,3840,2160,42,1920,1080,3232,1212,1444,1318.623525,169,179
671,3175,1148,125,128,16000,-174.2786426,3840,2160,42,1920,1080,3237.5,1212,1449.5,1324.096012,169,179
672,3180,1149,123,128,15744,-174.2529209,3840,2160,42,1920,1080,3241.5,1213,1454.5,1328.175911,169,179
673,3185,1149,124,128,15872,-174.2765823,3840,2160,42,1920,1080,3247,1213,1460,1333.648379,169,179
674,3189,1149,124,128,15872,-174.293669,3840,2160,42,1920,1080,3251,1213,1464,1337.628499,169,179
675,3193,1149,124,128,15872,-174.3106543,3840,2160,42,1920,1080,3255,1213,1468,1341.608736,169,179
676,3196,1149,124,128,15872,-174.3233272,3840,2160,42,1920,1080,3258,1213,1471,1344.593991,169,179
677,3199,1149,125,129,16125,-174.316895,3840,2160,42,1920,1080,3261.5,1213.5,1475,1348.126292,169,179
678,3202,1149,125,128,16000,-174.3505932,3840,2160,42,1920,1080,3264.5,1213,1477.5,1351.062267,169,179
679,3205,1149,124,129,15996,-174.3399489,3840,2160,42,1920,1080,3267,1213.5,1480.5,1353.599368,169,179
680,3207,1149,124,129,15996,-174.3482861,3840,2160,42,1920,1080,3269,1213.5,1482.5,1355.589632,169,179
681,3209,1149,124,128,15872,-174.3775994,3840,2160,42,1920,1080,3271,1213,1484,1357.530847,169,179
682,3211,1149,124,128,15872,-174.3858573,3840,2160,42,1920,1080,3273,1213,1486,1359.521239,169,179
683,3212,1149,124,128,15872,-174.3899771,3840,2160,42,1920,1080,3274,1213,1487,1360.516446,169,179
684,3214,1149,123,128,15744,-174.3961457,3840,2160,42,1920,1080,3275.5,1213,1488.5,1362.009269,169,179
685,3214,1149,124,128,15872,-174.3981988,3840,2160,42,1920,1080,3276,1213,1489,1362.506881,169,179
686,3215,1149,123,128,15744,-174.4002505,3840,2160,42,1920,1080,3276.5,1213,1489.5,1363.004494,169,179
687,3215,1149,123,127,15621,-174.4211691,3840,2160,42,1920,1080,3276.5,1212.5,1489,1362.955795,169,179
688,3214,1149,123,127,15621,-174.4170794,3840,2160,42,1920,1080,3275.5,1212.5,1488,1361.960535,169,179
689,3214,1149,123,127,15621,-174.4170794,3840,2160,42,1920,1080,3275.5,1212.5,1488,1361.960535,169,179
690,3213,1149,122,128,15616,-174.3899771,3840,2160,42,1920,1080,3274,1213,1487,1360.516446,169,179
691,3213,1149,122,128,15616,-174.3899771,3840,2160,42,1920,1080,3274,1213,1487,1360.516446,169,179
692,3214,1149,122,128,15616,-174.394091,3840,2160,42,1920,1080,3275,1213,1488,1361.51166,169,179
693,3214,1149,122,128,15616,-174.394091,3840,2160,42,1920,1080,3275,1213,1488,1361.51166,169,179
694,3215,1150,121,128,15488,-174.3542826,3840,2160,42,1920,1080,3275.5,1214,1489.5,1362.107283,169,179
695,3216,1150,122,128,15616,-174.360483,3840,2160,42,1920,1080,3277,1214,1491,1363.600015,169,179
696,3218,1151,122,127,15494,-174.3478528,3840,2160,42,1920,1080,3279,1214.5,1493.5,1365.639502,169,179
697,3220,1151,123,127,15621,-174.3581643,3840,2160,42,1920,1080,3281.5,1214.5,1496,1368.12737,169,179
698,3223,1151,122,128,15616,-174.3476385,3840,2160,42,1920,1080,3284,1215,1499,1370.664437,169,179
699,3226,1152,122,127,15494,-174.3392094,3840,2160,42,1920,1080,3287,1215.5,1502.5,1373.699112,169,179
700,3229,1153,123,127,15621,-174.3121737,3840,2160,42,1920,1080,3290.5,1216.5,1507,1377.280836,169,179
701,3233,1153,122,127,15494,-174.3265677,3840,2160,42,1920,1080,3294,1216.5,1510.5,1380.763647,169,179
702,3238,1153,121,128,15488,-174.3243885,3840,2160,42,1920,1080,3298.5,1217,1515.5,1385.291034,169,179
703,3242,1154,121,127,15367,-174.3201835,3840,2160,42,1920,1080,3302.5,1217.5,1520,1389.320877,169,179
704,3247,1154,122,128,15616,-174.3221053,3840,2160,42,1920,1080,3308,1218,1526,1394.84336,169,179
705,3252,1155,122,127,15494,-174.3219879,3840,2160,42,1920,1080,3313,1218.5,1531.5,1399.868297,169,179
706,3258,1155,122,127,15494,-174.3461815,3840,2160,42,1920,1080,3319,1218.5,1537.5,1405.838984,169,179
707,3264,1155,122,128,15616,-174.3499775,3840,2160,42,1920,1080,3325,1219,1544,1411.859058,169,179
708,3271,1156,122,127,15494,-174.3577142,3840,2160,42,1920,1080,3332,1219.5,1551.5,1418.87429,169,179
709,3278,1156,121,127,15367,-174.3834031,3840,2160,42,1920,1080,3338.5,1219.5,1558,1425.342941,169,179
710,3284,1157,123,127,15621,-174.3709992,3840,2160,42,1920,1080,3345.5,1220.5,1566,1432.40724,169,179
711,3292,1157,122,127,15494,-174.4002724,3840,2160,42,1920,1080,3353,1220.5,1573.5,1439.871262,169,179
712,3300,1157,122,127,15494,-174.4311645,3840,2160,42,1920,1080,3361,1220.5,1581.5,1447.833295,169,179
713,3309,1158,122,127,15494,-174.4263702,3840,2160,42,1920,1080,3370,1221.5,1591.5,1456.887865,169,179
714,3318,1158,123,127,15621,-174.4624231,3840,2160,42,1920,1080,3379.5,1221.5,1601,1466.343241,169,179
715,3328,1158,123,128,15744,-174.4805594,3840,2160,42,1920,1080,3389.5,1222,1611.5,1476.344895,169,179
716,3337,1158,123,127,15621,-174.5331519,3840,2160,42,1920,1080,3398.5,1221.5,1620,1485.255702,169,179
717,3345,1158,123,127,15621,-174.5623964,3840,2160,42,1920,1080,3406.5,1221.5,1628,1493.219508,169,179
718,3353,1158,123,127,15621,-174.5913306,3840,2160,42,1920,1080,3414.5,1221.5,1636,1501.1837,169,179
719,3361,1158,122,127,15494,-174.618179,3840,2160,42,1920,1080,3422,1221.5,1643.5,1508.650473,169,179
720,3368,1158,123,127,15621,-174.6447629,3840,2160,42,1920,1080,3429.5,1221.5,1651,1516.117575,169,179
721,3375,1158,123,127,15621,-174.6693393,3840,2160,42,1920,1080,3436.5,1221.5,1658,1523.087161,169,179
722,3381,1158,122,127,15494,-174.6884922,3840,2160,42,1920,1080,3442,1221.5,1663.5,1528.56346,169,179
723,3387,1158,122,127,15494,-174.7092303,3840,2160,42,1920,1080,3448,1221.5,1669.5,1534.537797,169,179
724,3393,1157,121,128,15488,-174.7466231,3840,2160,42,1920,1080,3453.5,1221,1674.5,1539.968587,169,179
725,3398,1158,122,127,15494,-174.7468338,3840,2160,42,1920,1080,3459,1221.5,1680.5,1545.491265,169,179
726,3403,1158,122,127,15494,-174.7637506,3840,2160,42,1920,1080,3464,1221.5,1685.5,1550.470332,169,179
727,3407,1158,122,127,15494,-174.777206,3840,2160,42,1920,1080,3468,1221.5,1689.5,1554.453682,169,179
728,3411,1158,122,127,15494,-174.7905927,3840,2160,42,1920,1080,3472,1221.5,1693.5,1558.437118,169,179
729,3416,1158,122,127,15494,-174.8072301,3840,2160,42,1920,1080,3477,1221.5,1698.5,1563.416531,169,179
730,3419,1157,122,128,15616,-174.8353764,3840,2160,42,1920,1080,3480,1221,1701,1566.359154,169,179
731,3422,1157,123,128,15744,-174.8468755,3840,2160,42,1920,1080,3483.5,1221,1704.5,1569.844976,169,179
732,3425,1157,123,128,15744,-174.8566912,3840,2160,42,1920,1080,3486.5,1221,1707.5,1572.832874,169,179
733,3428,1157,122,127,15494,-174.8829555,3840,2160,42,1920,1080,3489,1220.5,1709.5,1575.27815,169,179
734,3430,1157,123,128,15744,-174.8729682,3840,2160,42,1920,1080,3491.5,1221,1712.5,1577.812806,169,179
735,3433,1157,122,128,15616,-174.8810682,3840,2160,42,1920,1080,3494,1221,1715,1580.302819,169,179
736,3435,1157,122,128,15616,-174.8875299,3840,2160,42,1920,1080,3496,1221,1717,1582.294852,169,179
737,3437,1157,122,128,15616,-174.8939753,3840,2160,42,1920,1080,3498,1221,1719,1584.286906,169,179
738,3439,1157,122,128,15616,-174.9004045,3840,2160,42,1920,1080,3500,1221,1721,1586.278979,169,179
739,3441,1157,122,127,15494,-174.924784,3840,2160,42,1920,1080,3502,1220.5,1722.5,1588.226763,169,179
740,3442,1157,122,127,15494,-174.9279734,3840,2160,42,1920,1080,3503,1220.5,1723.5,1589.222845,169,179
741,3443,1157,122,127,15494,-174.9311587,3840,2160,42,1920,1080,3504,1220.5,1724.5,1590.218931,169,179
742,3445,1157,122,127,15494,-174.9375175,3840,2160,42,1920,1080,3506,1220.5,1726.5,1592.21112,169,179
743,3446,1156,122,128,15616,-174.9586026,3840,2160,42,1920,1080,3507,1220,1727,1593.163206,169,179
744,3447,1156,121,128,15488,-174.9601823,3840,2160,42,1920,1080,3507.5,1220,1727.5,1593.661272,169,179
745,3448,1156,122,128,15616,-174.9649153,3840,2160,42,1920,1080,3509,1220,1729,1595.155478,169,179
746,3449,1156,122,127,15494,-174.9859452,3840,2160,42,1920,1080,3510,1219.5,1729.5,1596.107844,169,179
747,3449,1156,122,127,15494,-174.9859452,3840,2160,42,1920,1080,3510,1219.5,1729.5,1596.107844,169,179
748,3450,1156,122,128,15616,-174.9712123,3840,2160,42,1920,1080,3511,1220,1731,1597.14777,169,179
749,3450,1156,122,127,15494,-174.9890807,3840,2160,42,1920,1080,3511,1219.5,1730.5,1597.10402,169,179
750,3451,1156,121,127,15367,-174.9906469,3840,2160,42,1920,1080,3511.5,1219.5,1731,1597.602109,169,179
751,3451,1156,122,127,15494,-174.9922122,3840,2160,42,1920,1080,3512,1219.5,1731.5,1598.1002,169,179
752,3451,1164,122,119,14518,-174.8493814,3840,2160,42,1920,1080,3512,1223.5,1735.5,1598.454332,169,179
753,3452,1156,121,127,15367,-174.9937765,3840,2160,42,1920,1080,3512.5,1219.5,1732,1598.598292,169,179
754,3451,1156,122,127,15494,-174.9922122,3840,2160,42,1920,1080,3512,1219.5,1731.5,1598.1002,169,179
755,3451,1156,122,127,15494,-174.9922122,3840,2160,42,1920,1080,3512,1219.5,1731.5,1598.1002,169,179
756,3451,1155,122,128,15616,-175.0100705,3840,2160,42,1920,1080,3512,1219,1731,1598.056632,169,179
757,3451,1155,122,128,15616,-175.0100705,3840,2160,42,1920,1080,3512,1219,1731,1598.056632,169,179
758,3451,1155,122,128,15616,-175.0100705,3840,2160,42,1920,1080,3512,1219,1731,1598.056632,169,179
759,3451,1155,122,128,15616,-175.0100705,3840,2160,42,1920,1080,3512,1219,1731,1598.056632,169,179
760,3451,1155,122,128,15616,-175.0100705,3840,2160,42,1920,1080,3512,1219,1731,1598.056632,169,179
761,3451,1164,122,118,14396,-174.8672318,3840,2160,42,1920,1080,3512,1223,1735,1598.409522,169,179
762,3451,1155,123,128,15744,-175.0116293,3840,2160,42,1920,1080,3512.5,1219,1731.5,1598.554738,169,179
763,3451,1155,122,128,15616,-175.0100705,3840,2160,42,1920,1080,3512,1219,1731,1598.056632,169,179
764,3451,1155,122,127,15494,-175.0279297,3840,2160,42,1920,1080,3512,1218.5,1730.5,1598.01322,169,179
765,3451,1155,122,128,15616,-175.0100705,3840,2160,42,1920,1080,3512,1219,1731,1598.056632,169,179
766,3451,1155,122,128,15616,-175.0100705,3840,2160,42,1920,1080,3512,1219,1731,1598.056632,169,179
767,3450,1155,122,128,15616,-175.00695,3840,2160,42,1920,1080,3511,1219,1730,1597.060425,169,179
768,3450,1155,122,128,15616,-175.00695,3840,2160,42,1920,1080,3511,1219,1730,1597.060425,169,179
769,3449,1155,122,128,15616,-175.0038256,3840,2160,42,1920,1080,3510,1219,1729,1596.064222,169,179
770,3449,1155,123,128,15744,-175.0053883,3840,2160,42,1920,1080,3510.5,1219,1729.5,1596.562323,169,179
771,3449,1155,123,128,15744,-175.0053883,3840,2160,42,1920,1080,3510.5,1219,1729.5,1596.562323,169,179
772,3449,1155,122,128,15616,-175.0038256,3840,2160,42,1920,1080,3510,1219,1729,1596.064222,169,179
773,3448,1155,123,127,15621,-175.0201488,3840,2160,42,1920,1080,3509.5,1218.5,1728,1595.522642,169,179
774,3448,1155,122,128,15616,-175.0006973,3840,2160,42,1920,1080,3509,1219,1728,1595.068024,169,179
775,3447,1156,123,127,15621,-174.9812347,3840,2160,42,1920,1080,3508.5,1219.5,1728,1594.61359,169,179
776,3446,1156,123,127,15621,-174.9780894,3840,2160,42,1920,1080,3507.5,1219.5,1727,1593.617426,169,179
777,3446,1156,122,127,15494,-174.9765153,3840,2160,42,1920,1080,3507,1219.5,1726.5,1593.119346,169,179
778,3445,1156,123,127,15621,-174.9749402,3840,2160,42,1920,1080,3506.5,1219.5,1726,1592.621267,169,179
779,3445,1156,123,127,15621,-174.9749402,3840,2160,42,1920,1080,3506.5,1219.5,1726,1592.621267,169,179
780,3445,1156,122,127,15494,-174.9733641,3840,2160,42,1920,1080,3506,1219.5,1725.5,1592.123189,169,179
781,3444,1155,122,128,15616,-174.9881449,3840,2160,42,1920,1080,3505,1219,1724,1591.083279,169,179
782,3444,1156,122,127,15494,-174.970209,3840,2160,42,1920,1080,3505,1219.5,1724.5,1591.127038,169,179
783,3444,1156,121,127,15367,-174.96863,3840,2160,42,1920,1080,3504.5,1219.5,1724,1590.628964,169,179
784,3443,1155,121,128,15488,-174.9834216,3840,2160,42,1920,1080,3503.5,1219,1722.5,1589.589019,169,179
785,3442,1155,122,128,15616,-174.9818452,3840,2160,42,1920,1080,3503,1219,1722,1589.090935,169,179
786,3442,1155,122,128,15616,-174.9818452,3840,2160,42,1920,1080,3503,1219,1722,1589.090935,169,179
787,3442,1155,121,128,15488,-174.9802677,3840,2160,42,1920,1080,3502.5,1219,1721.5,1588.592852,169,179
788,3441,1155,122,128,15616,-174.9786893,3840,2160,42,1920,1080,3502,1219,1721,1588.09477,169,179
789,3441,1155,122,128,15616,-174.9786893,3840,2160,42,1920,1080,3502,1219,1721,1588.09477,169,179
790,3441,1156,121,127,15367,-174.9591349,3840,2160,42,1920,1080,3501.5,1219.5,1721,1587.640545,169,179
791,3440,1155,122,127,15494,-174.9935112,3840,2160,42,1920,1080,3501,1218.5,1719.5,1587.054898,169,179
792,3440,1155,122,127,15494,-174.9935112,3840,2160,42,1920,1080,3501,1218.5,1719.5,1587.054898,169,179
793,3439,1155,122,127,15494,-174.9903586,3840,2160,42,1920,1080,3500,1218.5,1718.5,1586.058716,169,179
794,3439,1155,122,127,15494,-174.9903586,3840,2160,42,1920,1080,3500,1218.5,1718.5,1586.058716,169,179
795,3438,1155,122,128,15616,-174.9691981,3840,2160,42,1920,1080,3499,1219,1718,1585.106306,169,179
796,3438,1155,122,127,15494,-174.9872021,3840,2160,42,1920,1080,3499,1218.5,1717.5,1585.062538,169,179
797,3437,1155,123,127,15621,-174.9856224,3840,2160,42,1920,1080,3498.5,1218.5,1717,1584.564451,169,179
798,3437,1155,122,128,15616,-174.9660264,3840,2160,42,1920,1080,3498,1219,1717,1584.11016,169,179
799,3437,1155,122,127,15494,-174.9840416,3840,2160,42,1920,1080,3498,1218.5,1716.5,1584.066365,169,179
800,3436,1155,123,128,15744,-174.964439,3840,2160,42,1920,1080,3497.5,1219,1716.5,1583.612089,169,179
801,3436,1155,122,128,15616,-174.9628507,3840,2160,42,1920,1080,3497,1219,1716,1583.11402,169,179
802,3436,1155,122,128,15616,-174.9628507,3840,2160,42,1920,1080,3497,1219,1716,1583.11402,169,179
803,3436,1155,122,128,15616,-174.9628507,3840,2160,42,1920,1080,3497,1219,1716,1583.11402,169,179
804,3436,1156,122,127,15494,-174.9448251,3840,2160,42,1920,1080,3497,1219.5,1716.5,1583.157999,169,179
805,3435,1155,122,127,15494,-174.9777087,3840,2160,42,1920,1080,3496,1218.5,1714.5,1582.074034,169,179
806,3435,1155,122,127,15494,-174.9777087,3840,2160,42,1920,1080,3496,1218.5,1714.5,1582.074034,169,179
807,3435,1155,121,127,15367,-174.976123,3840,2160,42,1920,1080,3495.5,1218.5,1714,1581.575955,169,179
808,3434,1155,123,127,15621,-174.976123,3840,2160,42,1920,1080,3495.5,1218.5,1714,1581.575955,169,179
809,3434,1155,122,127,15494,-174.9745363,3840,2160,42,1920,1080,3495,1218.5,1713.5,1581.077876,169,179
810,3434,1155,122,127,15494,-174.9745363,3840,2160,42,1920,1080,3495,1218.5,1713.5,1581.077876,169,179
811,3434,1155,122,127,15494,-174.9745363,3840,2160,42,1920,1080,3495,1218.5,1713.5,1581.077876,169,179
812,3433,1155,122,127,15494,-174.9713599,3840,2160,42,1920,1080,3494,1218.5,1712.5,1580.081723,169,179
813,3433,1155,122,127,15494,-174.9713599,3840,2160,42,1920,1080,3494,1218.5,1712.5,1580.081723,169,179
814,3433,1155,122,127,15494,-174.9713599,3840,2160,42,1920,1080,3494,1218.5,1712.5,1580.081723,169,179
815,3433,1155,121,127,15367,-174.9697702,3840,2160,42,1920,1080,3493.5,1218.5,1712,1579.583648,169,179
816,3433,1155,121,127,15367,-174.9697702,3840,2160,42,1920,1080,3493.5,1218.5,1712,1579.583648,169,179
817,3432,1155,122,127,15494,-174.9681794,3840,2160,42,1920,1080,3493,1218.5,1711.5,1579.085574,169,179
818,3431,1154,122,128,15616,-174.983079,3840,2160,42,1920,1080,3492,1218,1710,1578.045627,169,179
819,3432,1154,121,128,15488,-174.984666,3840,2160,42,1920,1080,3492.5,1218,1710.5,1578.543712,169,179
820,3431,1154,122,128,15616,-174.983079,3840,2160,42,1920,1080,3492,1218,1710,1578.045627,169,179
821,3431,1154,121,127,15367,-174.9995815,3840,2160,42,1920,1080,3491.5,1217.5,1709,1577.503883,169,179
822,3431,1154,122,127,15494,-175.0011639,3840,2160,42,1920,1080,3492,1217.5,1709.5,1578.00198,169,179
823,3430,1154,122,127,15494,-174.9979981,3840,2160,42,1920,1080,3491,1217.5,1708.5,1577.005786,169,179
824,3430,1154,123,127,15621,-174.9995815,3840,2160,42,1920,1080,3491.5,1217.5,1709,1577.503883,169,179
825,3430,1154,123,127,15621,-174.9995815,3840,2160,42,1920,1080,3491.5,1217.5,1709,1577.503883,169,179
826,3430,1153,123,127,15621,-175.0357658,3840,2160,42,1920,1080,3491.5,1216.5,1708,1577.417034,169,179
827,3430,1153,123,128,15744,-175.0176732,3840,2160,42,1920,1080,3491.5,1217,1708.5,1577.46038,169,179
828,3430,1153,122,127,15494,-175.0341938,3840,2160,42,1920,1080,3491,1216.5,1707.5,1576.91891,169,179
829,3431,1153,121,127,15367,-175.0357658,3840,2160,42,1920,1080,3491.5,1216.5,1708,1577.417034,169,179
830,3429,1153,123,127,15621,-175.0326207,3840,2160,42,1920,1080,3490.5,1216.5,1707,1576.420788,169,179
831,3430,1153,121,127,15367,-175.0326207,3840,2160,42,1920,1080,3490.5,1216.5,1707,1576.420788,169,179
832,3429,1153,121,127,15367,-175.0294716,3840,2160,42,1920,1080,3489.5,1216.5,1706,1575.424546,169,179
833,3429,1153,121,127,15367,-175.0294716,3840,2160,42,1920,1080,3489.5,1216.5,1706,1575.424546,169,179
834,3428,1153,122,127,15494,-175.0278956,3840,2160,42,1920,1080,3489,1216.5,1705.5,1574.926427,169,179
835,3428,1153,121,127,15367,-175.0263185,3840,2160,42,1920,1080,3488.5,1216.5,1705,1574.428309,169,179
836,3428,1153,122,127,15494,-175.0278956,3840,2160,42,1920,1080,3489,1216.5,1705.5,1574.926427,169,179
837,3428,1153,121,127,15367,-175.0263185,3840,2160,42,1920,1080,3488.5,1216.5,1705,1574.428309,169,179
838,3427,1153,121,127,15367,-175.0231615,3840,2160,42,1920,1080,3487.5,1216.5,1704,1573.432077,169,179
839,3427,1153,121,127,15367,-175.0231615,3840,2160,42,1920,1080,3487.5,1216.5,1704,1573.432077,169,179
840,3426,1153,122,127,15494,-175.0215814,3840,2160,42,1920,1080,3487,1216.5,1703.5,1572.933962,169,179
841,3426,1153,122,127,15494,-175.0215814,3840,2160,42,1920,1080,3487,1216.5,1703.5,1572.933962,169,179
842,3426,1153,121,127,15367,-175.0200004,3840,2160,42,1920,1080,3486.5,1216.5,1703,1572.435849,169,179
843,3426,1153,121,127,15367,-175.0200004,3840,2160,42,1920,1080,3486.5,1216.5,1703,1572.435849,169,179
844,3427,1153,119,127,15113,-175.0200004,3840,2160,42,1920,1080,3486.5,1216.5,1703,1572.435849,169,179
845,3425,1153,121,127,15367,-175.0168353,3840,2160,42,1920,1080,3485.5,1216.5,1702,1571.439627,169,179
846,3425,1153,121,127,15367,-175.0168353,3840,2160,42,1920,1080,3485.5,1216.5,1702,1571.439627,169,179
847,3424,1153,122,127,15494,-175.0152513,3840,2160,42,1920,1080,3485,1216.5,1701.5,1570.941517,169,179
848,3425,1153,120,127,15240,-175.0152513,3840,2160,42,1920,1080,3485,1216.5,1701.5,1570.941517,169,179
849,3424,1153,121,127,15367,-175.0136662,3840,2160,42,1920,1080,3484.5,1216.5,1701,1570.443409,169,179
850,3424,1153,121,127,15367,-175.0136662,3840,2160,42,1920,1080,3484.5,1216.5,1701,1570.443409,169,179
851,3423,1153,122,127,15494,-175.0120802,3840,2160,42,1920,1080,3484,1216.5,1700.5,1569.945302,169,179
852,3423,1154,122,127,15494,-174.975725,3840,2160,42,1920,1080,3484,1217.5,1701.5,1570.032563,169,179
853,3423,1154,121,127,15367,-174.9741265,3840,2160,42,1920,1080,3483.5,1217.5,1701,1569.534485,169,179
854,3423,1154,122,127,15494,-174.975725,3840,2160,42,1920,1080,3484,1217.5,1701.5,1570.032563,169,179
